Accident_Index,Date,Local_Authority_District,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Road_Type,Speed_Limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Gender,Vehicle_Type,Holiday,School_Season,Festival_Season,Time_of_Day,Accident_Risk,City,State
ACC006488,02/24/2021 11:56:38 PM,Central Region,Fatal,3,4,One way street,60,Daylight,Fine no high winds,Dry,Urban,Man,SUV,No,School Open,Festival,Morning,Medium,Mumbai,Chhattisgarh
ACC003165,08/13/2021 02:51:18 AM,West Metro,Fatal,2,1,Single carriageway,60,Daylight,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Non-Festival,Night,Medium,Bengaluru,Andhra Pradesh
ACC006205,04-06-2020 21:53,North Sector,Slight,2,1,Slip road,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Car,No,School Open,Non-Festival,Night,Medium,Hyderabad,Bihar
ACC005739,11-01-2020 01:22,South Division,Slight,2,1,One way street,20,Darkness - lights lit,Fine no high winds,Wet or damp,Rural,Man,Motorcycle,No,School Open,Non-Festival,Evening,Medium,Lucknow,Kerala
ACC004765,02/23/2022 05:59:21 PM,East District,Serious,3,1,Dual carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Morning,Low,Chennai,West Bengal
ACC002559,01-07-2022 14:28,West Metro,Serious,1,1,Single carriageway,50,Darkness - lights lit,Fine no high winds,Wet or damp,Rural,Woman,Bicycle,No,School Vacation,Non-Festival,Afternoon,Low,Lucknow,Uttarakhand
ACC004799,06/25/2022 02:09:04 AM,North Sector,Slight,1,1,Dual carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Truck,No,School Vacation,Non-Festival,Night,Medium,Chennai,Telangana
ACC006984,07/14/2022 12:59:25 AM,South Division,Serious,2,1,One way street,60,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Man,Bus,No,School Open,Non-Festival,Evening,Medium,Shimla,Jharkhand
ACC006156,11/26/2024 07:03:58 AM,South Division,Slight,1,2,One way street,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Van,Yes,School Vacation,Non-Festival,Morning,Medium,Jaipur,Tamil Nadu
ACC006855,01/22/2023 08:33:56 PM,Central Region,Slight,2,1,Single carriageway,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Delhi,Tripura
ACC005795,03/31/2023 07:04:52 AM,West Metro,Slight,1,1,Dual carriageway,40,Daylight,Snowing no high winds,Snow,Urban,Man,Bus,No,School Open,Non-Festival,Night,Medium,Kolkata,Rajasthan
ACC004528,10/31/2021 10:48:36 PM,Central Region,Slight,1,1,Dual carriageway,20,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,SUV,No,School Open,Festival,Afternoon,Medium,Bengaluru,Uttar Pradesh
ACC004799,06/25/2022 02:09:04 AM,North Sector,Slight,1,1,Dual carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Rural,Woman,Motorcycle,No,School Open,Non-Festival,Evening,Medium,Chennai,Punjab
ACC002944,04/21/2021 12:39:48 AM,East District,Slight,2,1,Dual carriageway,40,Daylight,Fine no high winds,Dry,Urban,Woman,Auto Rickshaw,No,School Open,Festival,Afternoon,Medium,Hyderabad,Telangana
ACC004976,10/17/2024 06:47:05 PM,West Metro,Slight,1,1,Roundabout,30,Darkness - no lighting,Raining no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Vacation,Non-Festival,Afternoon,Low,Chennai,Tripura
ACC003601,09/13/2021 04:20:58 AM,North Sector,Slight,1,1,One way street,20,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Night,Medium,Delhi,Madhya Pradesh
ACC005344,04-07-2024 08:08,Downtown Hub,Slight,2,1,Roundabout,30,Daylight,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Afternoon,Low,Lucknow,Tamil Nadu
ACC006505,02/28/2021 06:53:53 PM,,Slight,1,1,Slip road,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Bus,No,School Open,Festival,Evening,High,Mumbai,Maharashtra
ACC002275,10-07-2024 10:01,Central Region,Serious,2,2,Roundabout,60,Darkness - lights lit,Fine no high winds,Dry,Urban,Woman,Auto Rickshaw,No,School Vacation,Non-Festival,Morning,Low,Lucknow,Tamil Nadu
ACC006824,10/24/2021 01:41:33 AM,South Division,Slight,1,1,One way street,40,Daylight,Fine no high winds,Wet or damp,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Shimla,Chhattisgarh
ACC003858,09/15/2020 06:38:09 AM,South Division,Slight,2,1,Slip road,40,Daylight,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Open,Festival,Evening,High,Mumbai,Bihar
ACC003964,08-07-2021 17:39,West Metro,Slight,2,2,Single carriageway,40,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Woman,Car,No,School Open,Non-Festival,Night,Medium,Lucknow,Maharashtra
ACC002029,03/21/2022 08:29:09 PM,West Metro,Slight,1,1,Roundabout,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Woman,Van,No,School Open,Non-Festival,Evening,Medium,Hyderabad,Jharkhand
ACC004891,01-12-2021 01:02,Downtown Hub,Slight,1,1,Single carriageway,40,Daylight,Fine no high winds,Wet or damp,Rural,Man,Motorcycle,No,School Vacation,Festival,Morning,Medium,Lucknow,Mizoram
ACC002817,08/23/2023 07:27:53 AM,Central Region,Slight,2,1,Roundabout,20,Darkness - no lighting,Fog or mist,Dry,Urban,Man,Bus,No,School Open,Non-Festival,Morning,Low,Hyderabad,Jharkhand
ACC006992,07-06-2020 12:08,East District,Serious,3,2,Dual carriageway,30,Daylight,Raining no high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Night,Medium,Hyderabad,Uttar Pradesh
ACC003035,05/27/2023 03:27:11 AM,South Division,Serious,2,1,Single carriageway,50,Daylight,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Open,Non-Festival,Afternoon,Low,Mumbai,Gujarat
ACC003844,10-09-2024 10:02,Downtown Hub,Slight,3,1,Single carriageway,20,Darkness - lights unlit,Raining no high winds,Dry,Urban,Woman,SUV,No,School Vacation,Non-Festival,Night,Medium,Jaipur,Meghalaya
ACC006489,05-07-2023 11:55,Downtown Hub,Slight,1,1,One way street,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,Van,No,School Open,Non-Festival,Afternoon,Low,Pune,Andhra Pradesh
ACC005156,06-04-2023 07:13,East District,Slight,2,2,Roundabout,30,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,Woman,SUV,No,School Open,Festival,Night,High,Kolkata,Mizoram
ACC004213,07-08-2022 18:03,Downtown Hub,Slight,2,2,Single carriageway,20,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Man,Truck,No,School Open,Non-Festival,Night,Medium,Chennai,Rajasthan
ACC002243,06-12-2023 07:14,South Division,Slight,2,1,One way street,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Auto Rickshaw,No,School Open,Festival,Morning,Medium,Pune,Himachal Pradesh
ACC006968,06-07-2021 03:34,Central Region,Slight,1,1,Slip road,40,Darkness - lights unlit,Raining no high winds,Wet or damp,Rural,Man,Auto Rickshaw,No,School Vacation,Non-Festival,Evening,Medium,Delhi,Goa
ACC006178,04-05-2021 00:12,East District,Slight,3,1,Dual carriageway,30,Darkness - lights unlit,Raining + high winds,Wet or damp,Rural,Man,Bus,No,School Vacation,Non-Festival,Morning,Low,Jaipur,Odisha
ACC005945,09/29/2022 01:22:21 PM,North Sector,Fatal,2,2,One way street,70,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Car,No,School Vacation,Festival,Morning,Medium,Pune,Madhya Pradesh
ACC006804,04-03-2022 22:11,South Division,Slight,1,2,Slip road,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Car,Yes,School Vacation,Festival,Afternoon,High,Mumbai,Assam
ACC006020,07/31/2022 09:08:20 PM,West Metro,Slight,2,1,Roundabout,20,Darkness - lights lit,Fine no high winds,Wet or damp,Rural,Woman,Bus,No,School Vacation,Non-Festival,Evening,Medium,Delhi,Gujarat
ACC003653,09-12-2021 00:08,East District,Slight,2,1,Slip road,20,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Bus,No,School Open,Festival,Afternoon,Medium,Bengaluru,Sikkim
ACC004172,08/20/2024 07:46:18 PM,East District,Slight,2,2,One way street,20,Daylight,Fine no high winds,Dry,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Evening,Medium,Jaipur,Himachal Pradesh
ACC002530,01-01-2020 16:52,West Metro,Slight,2,1,Single carriageway,30,Darkness - no lighting,Raining + high winds,Flood over 3cm deep,Rural,Man,SUV,No,School Open,Non-Festival,Morning,Low,Pune,Sikkim
ACC002404,10-07-2023 11:32,North Sector,Slight,2,1,Roundabout,40,Daylight,Raining no high winds,Wet or damp,Rural,Man,Bus,No,School Open,Non-Festival,Morning,Low,Delhi,Chhattisgarh
ACC002424,07/13/2020 01:00:54 AM,South Division,Slight,1,1,One way street,30,Darkness - lights unlit,Raining no high winds,Dry,Urban,Man,SUV,No,School Open,Non-Festival,Evening,Medium,Bengaluru,Jharkhand
ACC006633,04-03-2021 05:00,Central Region,Slight,2,2,Roundabout,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Van,No,School Vacation,Non-Festival,Afternoon,Low,Lucknow,Tamil Nadu
ACC006591,05-01-2022 02:13,West Metro,Slight,1,1,One way street,40,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Woman,Van,No,School Open,Festival,Evening,High,Delhi,Mizoram
ACC004020,07/23/2020 02:06:29 AM,West Metro,Slight,2,2,Single carriageway,20,Darkness - lights lit,Fine no high winds,Wet or damp,Rural,Man,Truck,No,School Vacation,Non-Festival,Evening,Medium,Mumbai,Kerala
ACC004776,01/22/2024 11:40:05 PM,Downtown Hub,Slight,2,1,Roundabout,30,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Night,Medium,Lucknow,Tamil Nadu
ACC003688,11/23/2024 03:54:59 AM,North Sector,Slight,1,1,Single carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Bicycle,No,School Open,Non-Festival,Afternoon,Low,Mumbai,Meghalaya
ACC003480,01/15/2021 07:45:20 AM,West Metro,Serious,1,1,Slip road,40,Daylight,Fine no high winds,Dry,Urban,Woman,Van,No,School Open,Non-Festival,Morning,Low,Pune,Assam
ACC005656,12/13/2022 03:23:54 AM,Downtown Hub,Slight,1,1,Dual carriageway,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Open,Non-Festival,Evening,Medium,Kolkata,Tripura
ACC004744,05/31/2022 03:24:09 AM,Downtown Hub,Slight,1,1,Roundabout,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Evening,Medium,Pune,Sikkim
ACC006829,02-09-2023 05:35,West Metro,Serious,2,2,One way street,40,Daylight,Fine no high winds,Wet or damp,Urban,Man,Van,No,School Open,Festival,Afternoon,Medium,Lucknow,Himachal Pradesh
ACC006198,07-12-2020 08:34,Central Region,Slight,1,1,One way street,20,Daylight,Fine no high winds,Wet or damp,Rural,Man,Van,No,School Vacation,Non-Festival,Evening,Medium,Hyderabad,Manipur
ACC004068,10-11-2023 04:06,West Metro,Slight,2,1,One way street,20,Daylight,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Afternoon,Low,Pune,Chhattisgarh
ACC006166,06-07-2022 10:44,East District,Slight,1,1,Single carriageway,40,Darkness - lights lit,Raining no high winds,Wet or damp,Rural,Woman,SUV,No,School Open,Non-Festival,Morning,Low,Lucknow,Tamil Nadu
ACC006800,03/16/2021 09:28:02 PM,West Metro,Slight,1,1,Single carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Evening,Medium,Delhi,Madhya Pradesh
ACC002736,01/13/2021 09:22:01 PM,West Metro,Slight,1,1,Roundabout,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Shimla,Maharashtra
ACC006564,10/16/2024 09:30:51 PM,Central Region,Slight,1,1,Single carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Pune,Punjab
ACC006996,10/23/2020 09:57:44 AM,East District,Slight,1,1,Dual carriageway,30,Daylight,Fine no high winds,Wet or damp,Rural,Man,Van,No,School Open,Non-Festival,Afternoon,Low,Delhi,Manipur
ACC006603,12/21/2022 05:03:44 PM,Central Region,Slight,1,1,Dual carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Truck,No,School Open,Non-Festival,Afternoon,Low,Mumbai,Meghalaya
ACC003843,01/19/2022 07:56:13 PM,Central Region,Slight,2,1,Dual carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Evening,Medium,Jaipur,Tamil Nadu
ACC004101,12/29/2023 04:01:40 PM,North Sector,Serious,1,2,Roundabout,50,Darkness - lights lit,Raining + high winds,Dry,Urban,Man,Bicycle,No,School Open,Non-Festival,Morning,Low,Kolkata,Madhya Pradesh
ACC005439,10-09-2021 03:13,Central Region,Slight,2,1,Dual carriageway,30,Darkness - lights unlit,Raining no high winds,Wet or damp,Urban,Man,Bicycle,No,School Vacation,Festival,Night,High,Mumbai,Mizoram
ACC003594,01-09-2021 07:21,Downtown Hub,Slight,2,1,One way street,20,Daylight,,Dry,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Evening,Medium,Mumbai,Tamil Nadu
ACC002269,02-02-2020 00:34,West Metro,Serious,2,1,Roundabout,50,Daylight,Fine no high winds,Dry,Rural,Woman,Van,No,School Open,Non-Festival,Afternoon,Low,Lucknow,Haryana
ACC002693,03/23/2020 03:46:49 PM,East District,Fatal,3,2,Single carriageway,70,Darkness - no lighting,Fine no high winds,Dry,Rural,Woman,Car,No,School Open,Non-Festival,Morning,Low,Hyderabad,Rajasthan
ACC006553,07-06-2024 14:54,South Division,Slight,2,2,Single carriageway,20,Daylight,Fine no high winds,Wet or damp,Rural,Man,Bicycle,No,School Open,Non-Festival,Morning,Low,Chennai,Arunachal Pradesh
ACC004185,02/19/2024 10:47:10 PM,North Sector,Serious,3,1,Dual carriageway,50,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Van,No,School Open,Non-Festival,Evening,Medium,Shimla,Chhattisgarh
ACC002790,05/29/2020 03:35:03 AM,South Division,Slight,1,2,Slip road,30,Daylight,Fine no high winds,Dry,Urban,Man,Truck,No,School Open,Festival,Afternoon,Medium,Hyderabad,Goa
ACC005982,07-10-2021 08:38,Downtown Hub,Slight,3,1,Slip road,20,Darkness - lights unlit,Fine no high winds,Frost or ice,Urban,Woman,Bus,No,School Open,Non-Festival,Morning,Low,Lucknow,Kerala
ACC006383,12/22/2022 06:02:26 AM,North Sector,Slight,2,1,One way street,40,Daylight,Fine + high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Afternoon,Low,Kolkata,Nagaland
ACC004004,05/29/2024 11:35:41 AM,Central Region,Slight,2,2,Slip road,20,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Truck,Yes,School Vacation,Non-Festival,Evening,Medium,Shimla,Sikkim
ACC003097,01-11-2021 01:05,North Sector,Slight,3,1,Dual carriageway,30,Darkness - lights unlit,Fine + high winds,Dry,Rural,Woman,Auto Rickshaw,No,School Vacation,Non-Festival,Evening,Medium,Shimla,Sikkim
ACC002255,07/28/2024 11:36:20 PM,North Sector,Slight,2,1,Roundabout,30,Darkness - lights lit,Fine no high winds,Dry,Urban,Woman,Auto Rickshaw,Yes,School Vacation,Non-Festival,Evening,Medium,Lucknow,Andhra Pradesh
ACC002408,12/21/2022 09:26:03 AM,South Division,Slight,2,1,One way street,20,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Motorcycle,No,School Open,Non-Festival,Night,Medium,Bengaluru,Mizoram
ACC005057,12/16/2021 05:01:53 PM,East District,Slight,2,1,Slip road,30,Darkness - lights unlit,Raining no high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Morning,Low,Mumbai,Karnataka
ACC006878,08/20/2021 02:44:26 AM,East District,Slight,2,1,One way street,20,Darkness - lights lit,Fine no high winds,Dry,Urban,Woman,Bicycle,No,School Open,Festival,Evening,High,Jaipur,Jharkhand
ACC003868,06/30/2021 01:07:31 PM,East District,Slight,2,1,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,SUV,No,School Open,Festival,Morning,Medium,Bengaluru,Odisha
ACC006739,05/31/2023 01:43:12 PM,East District,Slight,1,1,One way street,30,Daylight,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Festival,Afternoon,Medium,Lucknow,Maharashtra
ACC004834,08-11-2020 12:21,North Sector,Fatal,3,1,Slip road,40,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,SUV,Yes,School Open,Non-Festival,Evening,Medium,Bengaluru,Uttar Pradesh
ACC005394,03-06-2024 20:42,Central Region,Serious,1,1,Roundabout,60,Darkness - lights lit,Raining no high winds,Dry,Rural,Man,Bicycle,No,School Open,Non-Festival,Morning,Low,Jaipur,Jharkhand
ACC005298,08/13/2022 03:40:58 AM,North Sector,Slight,3,1,Dual carriageway,20,Darkness - no lighting,Fine no high winds,Dry,Rural,Woman,Bicycle,No,School Vacation,Non-Festival,Afternoon,Low,Lucknow,Manipur
ACC003272,04/28/2024 07:28:23 AM,South Division,Slight,2,1,Dual carriageway,30,Daylight,Fine no high winds,Wet or damp,Urban,Man,Van,Yes,School Open,Festival,Night,High,Lucknow,West Bengal
ACC006001,07-02-2024 13:59,Downtown Hub,Slight,2,1,Dual carriageway,30,Daylight,Raining no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Shimla,Odisha
ACC006693,10/22/2023 02:33:27 PM,Downtown Hub,Slight,3,2,Roundabout,40,Daylight,Fine no high winds,Dry,Rural,Man,Bicycle,No,School Open,Festival,Afternoon,Medium,Bengaluru,Bihar
ACC004142,12/26/2023 10:57:09 PM,North Sector,Serious,2,1,Single carriageway,30,Darkness - no lighting,Raining no high winds,Wet or damp,Rural,Woman,Car,No,School Open,Non-Festival,Night,Medium,Delhi,Arunachal Pradesh
ACC006550,12-02-2021 18:42,West Metro,Slight,2,1,One way street,30,Daylight,Raining + high winds,Dry,Rural,Man,Car,No,School Open,Non-Festival,Afternoon,Low,Pune,Himachal Pradesh
ACC004170,04/28/2023 09:07:04 AM,North Sector,Slight,1,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Bus,No,School Open,Festival,Evening,High,Lucknow,Jharkhand
ACC006879,09-01-2022 23:53,South Division,Slight,1,1,Roundabout,40,Darkness - lights lit,Raining no high winds,Dry,Rural,Man,Bicycle,Yes,School Open,Non-Festival,Night,Medium,Bengaluru,West Bengal
ACC003349,04-06-2021 12:31,North Sector,Slight,2,1,Dual carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Rural,Woman,Motorcycle,No,School Open,Non-Festival,Morning,Low,Chennai,Karnataka
ACC003378,09/25/2022 12:20:57 AM,North Sector,Serious,4,1,Single carriageway,40,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Bus,Yes,School Open,Non-Festival,Morning,Medium,Kolkata,Maharashtra
ACC004502,07/24/2020 04:27:36 PM,Downtown Hub,Slight,1,1,Roundabout,40,Daylight,Fine no high winds,Flood over 3cm deep,Rural,Man,Auto Rickshaw,No,School Open,Non-Festival,Evening,Medium,Chennai,Gujarat
ACC006562,09-06-2022 15:55,South Division,Slight,2,1,One way street,20,Daylight,Fine no high winds,Dry,Rural,Woman,Bicycle,No,School Open,Non-Festival,Evening,Medium,Bengaluru,Tamil Nadu
ACC004037,01-05-2023 08:11,Downtown Hub,Slight,1,1,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Car,No,School Open,Non-Festival,Morning,Low,Mumbai,Manipur
ACC003351,04/20/2022 06:40:01 AM,West Metro,Slight,2,1,Single carriageway,40,Darkness - no lighting,Fine no high winds,Snow,Urban,Woman,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Mumbai,Sikkim
ACC006364,02-02-2024 18:04,South Division,Slight,1,1,One way street,20,Darkness - lights lit,Fine + high winds,Dry,Rural,Man,Van,No,School Vacation,Non-Festival,Afternoon,Low,Bengaluru,Odisha
ACC006281,03-08-2021 00:18,North Sector,Slight,2,1,Slip road,30,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Bus,No,School Open,Non-Festival,Night,Medium,Shimla,Sikkim
ACC003378,09/25/2022 12:20:57 AM,North Sector,Serious,4,1,Single carriageway,40,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Shimla,Manipur
ACC006657,10/19/2023 02:38:08 PM,West Metro,Slight,1,1,Slip road,40,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Bicycle,No,School Vacation,Festival,Night,High,Lucknow,West Bengal
ACC006874,06-06-2021 09:28,Central Region,Slight,3,1,Slip road,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Truck,No,School Vacation,Non-Festival,Night,Medium,Jaipur,Telangana
ACC005197,04-02-2022 20:29,East District,Slight,2,1,Single carriageway,30,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Man,Motorcycle,No,School Vacation,Festival,Evening,High,Pune,Haryana
ACC004148,01/17/2022 12:28:54 AM,West Metro,Slight,2,1,Roundabout,40,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Woman,Motorcycle,No,School Open,Festival,Evening,High,Lucknow,Karnataka
ACC004200,10-06-2023 13:40,North Sector,Slight,1,1,Slip road,30,Daylight,Raining no high winds,Wet or damp,Rural,Man,Auto Rickshaw,No,School Open,Festival,Afternoon,Medium,Chennai,Himachal Pradesh
ACC006912,08/13/2022 08:11:29 AM,South Division,Slight,1,1,Roundabout,30,Darkness - lights lit,Fine no high winds,Wet or damp,Rural,Man,Car,Yes,School Open,Festival,Morning,High,Pune,Manipur
ACC002157,03/20/2022 07:03:00 PM,,Slight,1,2,Roundabout,20,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Man,Van,No,School Open,Festival,Evening,High,Chennai,Andhra Pradesh
